"","x"
"1",42.9034755389265
"2",94.4617179151691
"3",59.0384532371936
"4",48.9810798428141
"5",10.440051350456
"6",71.9186912807585
"7",97.8384356902625
"8",25.6786915899418
"9",9.13400652027221
"10",184.13220849605
"11",4.81194565206407
"12",50.2787809503528
"13",71.723828866042
"14",61.8129433785161
"15",102.856014514237
"16",52.2589214419056
"17",9.38227456467875
"18",113.878445555004
"19",32.9699143852225
"20",32.075373114396
"21",31.8401817683607
"22",33.5083908824788
"23",34.8514920792689
"24",56.0596382940145
"25",106.377306195479
"26",44.3711564163693
"27",25.6561912037226
"28",82.0576872740487
"29",103.300062259411
"30",178.430055981912
"31",133.208982749725
"32",107.907364551146
"33",161.387456554713
"34",36.3449202722246
"35",135.056384244435
"36",34.0656143040001
"37",38.0647246930141
"38",95.226068911153
"39",39.1605073285167
"40",10.2972976152451
"41",103.08543761688
"42",165.580707557279
"43",80.6692364029129
"44",86.6465192173562
"45",200.34408228955
"46",11.0916522157406
"47",100.759153108514
"48",56.0492807407431
"49",52.6626522260347
"50",46.0016174904837
"51",134.830387618405
"52",165.706498896508
"53",38.3511678238714
"54",11.5645090033022
"55",206.056148663682
"56",143.879127591952
"57",85.7588114334949
"58",98.5644443835026
"59",28.581771528844
"60",241.477566760591
"61",223.300435712304
"62",43.8379742843848
"63",168.923211432763
"64",71.9520619157429
"65",109.200846512008
"66",49.2264539440792
"67",110.880388843254
"68",9.58806976887121
"69",8.69193283140556
"70",66.0973170595249
"71",173.375170470389
"72",97.7585553900533
"73",136.744324060662
"74",12.0238433869703
"75",3.95064107518983
"76",184.463795372751
"77",177.482877363007
"78",105.29606046659
"79",93.5993735078946
"80",3.25889062100266
"81",64.7024650121707
"82",64.788278366491
"83",27.8956221266721
"84",63.8003117219089
"85",28.4365232346018
"86",13.2511498130626
"87",83.4223623680985
"88",74.9352437612062
"89",68.9079323374404
"90",12.2498406812014
"91",83.8186923343069
"92",103.083404961839
"93",106.867519583222
"94",9.73769594491111
"95",134.444167107407
"96",46.0187142115524
"97",92.9112046326514
"98",96.1893653429656
"99",6.5704979413126
"100",1.13754236585889
"101",56.7197884653864
"102",100.871701747695
"103",115.908293381513
"104",52.2216979150809
"105",23.9498983843544
"106",33.4867548918077
"107",23.2906072747859
"108",138.823716363029
"109",120.881220503325
"110",173.866466281215
"111",5.11058577001086
"112",12.7715942617615
"113",175.202645203482
"114",58.4058724085686
"115",13.7670155918906
"116",146.627779805578
"117",12.9840377929754
"118",184.774213395852
"119",80.3164187507332
"120",22.2793476108941
"121",59.6179043855416
"122",44.5683406295148
"123",176.912330541869
"124",18.0328257340225
"125",2.92524138627974
"126",22.0580685890407
"127",48.6978612668451
"128",191.270486658152
"129",20.6678029882731
"130",45.3233429358542
"131",54.2269018307607
"132",18.4235948133543
"133",53.1509801144335
"134",302.345024100192
"135",15.049359566546
"136",213.798373918008
"137",43.3484337370325
"138",21.3489470588695
"139",1.36213437640712
"140",12.9232454313601
"141",61.6324050045719
"142",113.538679049744
"143",131.275353986297
"144",25.7991466972799
"145",175.856112154081
"146",22.1321071724182
"147",164.867153422179
"148",122.360626074485
"149",200.496488041737
"150",7.49238717624233
"151",42.5076924628493
"152",118.61045383815
"153",63.1463279451183
"154",15.3926858188327
"155",108.006915544079
"156",73.5678837002724
"157",20.1999358098012
"158",19.9697478447045
"159",48.5068196028309
"160",21.3528408770349
"161",137.74517184328
"162",28.9392926435104
"163",142.078623876477
"164",269.761655527471
"165",96.1703651867804
"166",21.6483895760263
"167",181.251237719586
"168",15.7302232465991
"169",53.20070862594
"170",119.501190984498
"171",44.4588694281143
"172",117.564590406073
"173",209.024094840802
"174",9.52471852941798
"175",42.5068036528823
"176",26.3290267592089
"177",3.43260515960432
"178",91.7050553327379
